name,category,type,city,street
Martha & Bros. Coffe Company,amenity,cafe,,Cortland Avenue
Martha & Bros. Coffee Company,amenity,cafe,San Francisco,Church Street
Martha and Bros. Coffee Co.,amenity,cafe,San Francisco,24th Street
Martha McClaren,other,yes,,Valencia Street
Martin Building Co.,office,company,,3rd Street
Martin De Porres House of Hospitality,amenity,restaurant,,Potrero Avenue
Martin de Porres House of Hospitality,other,yes,,
Martin Lawrence Gallery,shop,art,San Francisco,Geary Street
Martin Luther King Academic Middle School,amenity,school,,
Martin Luther King Academic Middle School,building,school,,
Martin Luther King Jr. Swimming Pool,leisure,swimming_pool,,
Martin Luther King Junior Drive,highway,cycleway,,
Martin Luther King Junior Drive,highway,pedestrian,,
Martin Luther King Junior Drive,highway,primary_link,,
Martin Luther King Junior Drive,highway,tertiary,,
Martin Luther King Junior Drive,highway,unclassified,,
Martin Luther King Square,other,yes,,
"Martin Luther King, Jr. Memorial",other,yes,,
Martin Luther Tower,building,yes,,
Martin Street & Schwerin Street,highway,bus_stop,,
Martin Street & Schwerin Street,other,yes,,
Martin Substation,other,yes,Brisbane,Geneva Avenue
Martin Trail,highway,residential,,
Martinez Street,highway,service,,
Martini Cleaners,shop,dry_cleaning,,Divisadero Street
"Martini Cleaners #3",shop,dry_cleaning,San Francisco,Monterey Boulevard
Martonffy Architecture Studio,office,architect,,Valencia Street
Martuni's,amenity,bar,San Francisco,Valencia Street
Marty's Liquor & Gourmet,other,yes,San Francisco,Sutter Street
Maru Dojo,amenity,dojo,,Church Street
Maru Dojo,other,yes,San Francisco,14th Street
Maru Sushi,amenity,restaurant,San Francisco,Powell Street
Marufuku Ramen,amenity,restaurant,,
Marugame Udon,amenity,fast_food,,20th Avenue
Maruwu Seicha,amenity,cafe,,Post Street
Maruya,amenity,restaurant,San Francisco,16th Street
Marvan's Cell Care iPhone iPad Samsung Google Pixel LG HTC MacBook & Laptop Repair Store,landuse,retail,San Francisco,Irving Street
Marvel Cleaners,shop,dry_cleaning,,California Street
Marvel Court,highway,residential,,
Marview Way,highway,residential,,
Marview Way & Panorama Drive,highway,bus_stop,,
Marview Way & Panorama Drive,other,yes,,
Marvin's Cleaner,shop,laundry,San Francisco,Polk Street
Marx Meadow,landuse,meadow,,
Marx Meadow Drive,highway,footway,,
Mary Ann Crocker Old Ladies Home,building,yes,,
Mary Ellen Pleasant,other,yes,,
Mary Ellen Pleasant Memorial Park,leisure,park,San Francisco,Octavia Street
Mary Lane Infant & Toddler Center,amenity,kindergarten,,Webster Street
Mary Park Hall,building,residential,,
Mary Street,highway,footway,,
Mary Street,highway,service,,
Mary Teresa Street,highway,residential,,
Mary Ward Hall,building,residential,,
Mary Ward Hall,highway,bus_stop,,
Mary Ward Hall,other,yes,,
Mary Ward Hall,other,yes,,
Mary Zell Spellman,office,estate_agent,San Francisco,West Portal Avenue
Mary's,amenity,pub,,Haight Street
Mary's Exchange,shop,clothes,San Francisco,Castro Street
Mary's Salon,shop,hairdresser,,24th Street
Maryland Market,shop,convenience,,
Maryland Street,highway,construction,,
Masala Dosa,amenity,restaurant,San Francisco,9th Avenue
Masao W. Satow Building,building,yes,,Sutter Street
Maschmeyer Group Ventures,office,company,,South Park
Mash,shop,bicycle,,Sanchez Street
Mashka,shop,jewelry,,
Mashouf Wellness Center,leisure,sports_centre,,
Mason Kirby,office,architect,,Precita Avenue
Mason Liquor & Deli,shop,convenience,,Mason Street
Mason O'Farrell Garage,amenity,parking,,Mason Street
Mason on Mariposa,landuse,residential,,Mariposa Street
Mason Street,highway,footway,,
Mason Street,highway,secondary_link,,
Mason Street & Broadway,other,yes,,
Mason Street & Filbert Street,other,yes,,
Mason Street & Green Street,other,yes,,
Mason Street & Greenwich Street,other,yes,,
Mason Street & Halleck Street,highway,bus_stop,,
Mason Street & Halleck Street,other,yes,,
Mason Street & Halleck Street,other,yes,,
Mason Street & Jackson Street,other,yes,,
Mason Street & Pacific Avenue,other,yes,,
Mason Street & Union Street,other,yes,,
Mason Street & Union Street,other,yes,,
Mason Street & Vallejo Street,other,yes,,
Mason Street & Yacht Road,highway,bus_stop,,
Mason Street & Yacht Road,other,yes,,
Mason Street - Sports Basement,highway,bus_stop,,
Mason Street at Crissy Field Avenue,amenity,bicycle_rental,,
Masonic Avenue,highway,cycleway,,
Masonic Avenue,highway,living_street,,
Masonic Avenue,highway,residential,,
Masonic Avenue,highway,secondary,,
Masonic Avenue,highway,tertiary,,
Masonic Avenue & Frederick Street,highway,bus_stop,,
Masonic Avenue & Frederick Street,other,yes,,
Masonic Avenue & Fulton Street,highway,bus_stop,,
Masonic Avenue & Fulton Street,other,yes,,
Masonic Avenue & Geary Boulevard,highway,bus_stop,,
Masonic Avenue & Geary Boulevard,other,yes,,
Masonic Avenue & Geary Boulevard,other,yes,,
Masonic Avenue & Haight Street,highway,bus_stop,,
Masonic Avenue & Haight Street,other,yes,,
Masonic Avenue & Hayes Street,highway,bus_stop,,
Masonic Avenue & Hayes Street,other,yes,,
Masonic Avenue & Oak Street,highway,bus_stop,,
Masonic Avenue & Oak Street,other,yes,,
Masonic Avenue & Turk Street,highway,bus_stop,,
Masonic Avenue & Turk Street,other,yes,,
Masonic Center Loading Dock,other,yes,San Francisco,Pine Street
Masonic Center Parking Garage,amenity,parking,,
Massage,shop,massage,San Francisco,Geary Boulevard
Massage Envy,shop,massage,San Francisco,Van Ness Avenue
Massage Envy,shop,massage,,
Massage King,shop,massage,,Stockton Street
Massage Lab,shop,massage,,16th Street
Massage Lounge,shop,massage,,11th Avenue
Massasoit Street,highway,residential,,
Master Car Care,shop,car_repair,,O'Farrell Street
Masterpiece Tattoo,shop,tattoo,San Francisco,Geary Street
Mastro's Steakhouse,amenity,restaurant,San Francisco,Geary Street
Matador,amenity,restaurant,San Francisco,Sutter Street
Match & Melt,shop,gift,,McAllister Street
Matcha Cafe Maiko,amenity,cafe,San Francisco,Grant Avenue
Matcha Cafe Maiko,amenity,cafe,,
Matching Half Cafe,amenity,cafe,San Francisco,McAllister Street
Mateo’s,other,yes,,
Mathematics,office,yes,,
Mathilde French Bistro,other,yes,,5th Street
Mathnasium,amenity,prep_school,San Francisco,Ocean Avenue
Mathnasium,amenity,prep_school,San Francisco,24th Street
Mathnasium,amenity,prep_school,San Francisco,Fillmore Street
Matko,amenity,restaurant,San Francisco,Valencia Street
Matko: Flavors of Korea,amenity,fast_food,San Francisco,
Matrix Partners,office,yes,,
Matson Building,building,office,San Francisco,Market Street
Matson Building Annex,building,office,San Francisco,
Matsuyama Shabu House,amenity,restaurant,San Francisco,Buchanan Street
Matter of Trust Eco-Home,tourism,attraction,,
Matterhorn,amenity,restaurant,,Van Ness Avenue
Matthew Hall McAllister,other,yes,,
Matthew J. Boxer Soccer Stadium,leisure,stadium,,
Matthew Zion Baptist Church,amenity,place_of_worship,,San Bruno Avenue
Mattress Firm,other,yes,San Francisco,Van Ness Avenue
Mattress Firm,shop,bed,San Francisco,Geary Boulevard
Mattress Firm,shop,bed,Daly City,Westlake Center
Mattress Firm,shop,bed,San Francisco,Van Ness Avenue
Mattress Firm,shop,bed,San Francisco,4th Street
Mauna Loa Cocktails,amenity,bar,San Francisco,Fillmore Street
Maurice's Corner,shop,alcohol,,24th Street
Max Mara,shop,clothes,San Francisco,Post Street
Max Mara,shop,clothes,San Francisco,Post Street
Max's Opera Cafe,amenity,restaurant,San Francisco,Van Ness Avenue
Maxcell Window Shades,shop,curtain,,Judah Street
Maxferd Jewelry and Company,shop,pawnbroker,,Sutter Street
Maxfield's House of Caffeine,amenity,cafe,San Francisco,Dolores Street
Maximilian Contemporary,shop,art,San Francisco,Sutter Street
Maximum Muscle,shop,sports,,16th Street
Maxine Hall Health Center,amenity,clinic,,Pierce Street
Maxwell's,shop,pet,San Francisco,Church Street
May Fung Fashions,shop,clothes,San Francisco,Taraval Street
May Lee's Restaurant,amenity,restaurant,San Francisco,7th Avenue
May Shun Trading,other,yes,,
May's Cleaners,shop,dry_cleaning,,Geary Boulevard
May's Hair Design,shop,hairdresser,San Francisco,Clement Street
Maybaum Gallery,tourism,gallery,,Stockton Street
Mayer Family Field,leisure,stadium,,
Mayes Oyster House,amenity,restaurant,San Francisco,Polk Street
Mayfair Beauty Salon,shop,beauty,,
Mayfair Drive,highway,tertiary,,
Mayflower Hotel,tourism,hotel,,Bush Street
Mayflower Market,shop,convenience,,
Mayflower Street,highway,steps,,
Mayfu Hair Design,shop,hairdresser,,
Mayito's Beauty House,shop,beauty,,24th Street
Maykadeh Persian Restaurant,amenity,restaurant,,Green Street
May’s Barber,shop,hairdresser,,18th Avenue
Mazda,shop,car_repair,,
Mazda San Francisco,shop,car,San Francisco,South Van Ness Avenue
MB360,building,residential,,4th Street
MB360,building,residential,,China Basin Street
Mc Alpin Apartments,building,apartments,San Francisco,Stockton Street
Mc Guire Real Estate,building,yes,,
McAllister Hotel,building,yes,,McAllister Street
McAllister Music Studio,amenity,music_school,,22nd Street
McAllister Street,highway,secondary,,
McAllister Street & Baker Street,highway,bus_stop,,
McAllister Street & Baker Street,other,yes,,
McAllister Street & Baker Street,other,yes,,
McAllister Street & Divisadero Street,highway,bus_stop,,
McAllister Street & Divisadero Street,other,yes,,
McAllister Street & Divisadero Street,other,yes,,
McAllister Street & Fillmore Street,highway,bus_stop,,
McAllister Street & Fillmore Street,other,yes,,
McAllister Street & Fillmore Street,other,yes,,
McAllister Street & Gough Street,highway,bus_stop,,
McAllister Street & Gough Street,other,yes,,
McAllister Street & Gough Street,other,yes,,
McAllister Street & Hyde Street,highway,bus_stop,,
McAllister Street & Hyde Street,other,yes,,
McAllister Street & Jones Street,highway,bus_stop,,
McAllister Street & Jones Street,other,yes,,
McAllister Street & Laguna Street,highway,bus_stop,,
McAllister Street & Laguna Street,other,yes,,
McAllister Street & Larkin Street,highway,bus_stop,,
McAllister Street & Larkin Street,other,yes,,
McAllister Street & Leavenworth Street,highway,bus_stop,,
McAllister Street & Leavenworth Street,other,yes,,
McAllister Street & Pierce Street,highway,bus_stop,,
McAllister Street & Pierce Street,other,yes,,
McAllister Street & Polk Street,highway,bus_stop,,
McAllister Street & Polk Street,other,yes,,
McAllister Street & Van Ness Avenue,highway,bus_stop,,
McAllister Street & Van Ness Avenue,other,yes,,
McAllister Street & Van Ness Avenue,other,yes,,
McBaker Market,shop,convenience,,McAllister Street
McBean Wildfowl Pond,natural,water,,
McCalls,other,yes,,
McCann Street,highway,unclassified,,
McCarney’s Furniture,shop,antiques,,
McCarthy‘s Irish Bar,amenity,bar,San Francisco,West Portal Avenue
McClintock Building,building,yes,,16th Street
McCoppin Hub,leisure,park,,
McCoppin Sign,other,yes,,
McCoppin Square,leisure,park,,
McCoppin Square,leisure,park,,
McCoppin Square Playground,leisure,playground,,
McCoppin Street,highway,cycleway,,
McCoppin Street,highway,residential,,
McCoppin Street,highway,tertiary,,
McCormick & Kuleto‘s Seafood & Steaks,amenity,restaurant,,
McCormick & Schmick's,amenity,restaurant,San Francisco,North Point Street
McCovey Cove,natural,bay,,
McCovey Cove Promenade,highway,cycleway,,
McCullough Road,highway,residential,,
McCullough Road & Bunker Road,highway,bus_stop,,
McCullough Road & Bunker Road,other,yes,,
McDonald's,amenity,fast_food,San Francisco,Mission Street
McDonald's,amenity,fast_food,San Francisco,Winston Drive
McDonald's,amenity,fast_food,San Francisco,Bayshore Boulevard
McDonald's,amenity,fast_food,San Francisco,Potrero Avenue
McDonald's,amenity,fast_food,San Francisco,Sutter Street
McDonald's,amenity,fast_food,San Francisco,Mission Street
McDonald's,amenity,fast_food,San Francisco,Fillmore Street
McDonald's,amenity,fast_food,San Francisco,Market Street
McDonald's,amenity,fast_food,San Francisco,3rd Street
McDonald's,amenity,fast_food,Daly City,Geneva Avenue
McDonald's,amenity,fast_food,San Francisco,Ocean Avenue
McDonald's,other,yes,San Francisco,Front Street
McDonald's Customer Parking,amenity,parking,,
McDonnell & Weaver,office,lawyer,San Francisco,24th Street
McDowell Avenue,highway,tertiary,,
McDowell Road Southwest,highway,cycleway,,
McDowell Road Southwest,highway,residential,,
McDowell Road SW,highway,footway,,
McGinnis Chen Associates Inc.,building,yes,,Mission Street
McGuire Real Estate,other,yes,San Francisco,Clipper Street
McKee & Strub,other,yes,San Francisco,Natoma Street
McKesson Plaza,building,office,,Post Street
McKinley - Vermont Lower Steps,highway,steps,,
McKinley Elementary School,amenity,school,,
McKinley Square,leisure,park,,
McKinley Square Playground,leisure,playground,,
McKinnon Avenue,highway,residential,,
McKinnon Avenue,highway,unclassified,,
McKinsey & Company,office,consulting,San Francisco,California Street
McLaren Bike Park,leisure,track,,
McLaren Conference Center,amenity,post_box,,
McLaren Lodge,highway,bus_stop,,
McLaren Lodge,other,yes,,
McLaren Lodge,tourism,attraction,,
McLaren Park Community Garden,landuse,allotments,,
McLaren Park Dog Play Area,leisure,dog_park,,
McLaren Park Police Stables,building,yes,,
McLaren Park Redwood Grove Playground,leisure,playground,,
McLaren School,highway,bus_stop,,
McLaren School,other,yes,,
McLaren School,other,yes,,
McLaren Station,amenity,post_office,San Francisco,
McLea Court,highway,service,,
McMillan Electric,building,yes,San Francisco,Folsom Street
McNab Lake,natural,water,,
McRae Street,highway,service,,
McRoskey Mattress Company,other,yes,San Francisco,Market Street
MCS Cleaning Services Inc.,other,yes,San Francisco,Shawnee Avenue
MCSF Rehearsal,amenity,studio,,
McTeague's Saloon,amenity,pub,San Francisco,Polk Street
Meacham Place,highway,service,,
Mechanics Bank,amenity,bank,,
Mechanics Monument,other,yes,,
Mechanics Plaza,highway,pedestrian,,
Mechanics' Institute Library and Chess Room,amenity,library,San Francisco,Post Street
Medau Place,highway,residential,,
"Medcare Supply, Inc.",shop,medical_supply,,Geary Boulevard
Media Cancha Restaurante,amenity,restaurant,San Francisco,Mission Street
Media Distributors,building,yes,San Francisco,Folsom Street
Media Distributors,office,company,,Folsom Street
Media Solutions Commercial Printer,shop,copyshop,San Francisco,Irving Street
Medical Building 1,building,yes,,Post Street
Medical Center Parking,amenity,parking,,Sacramento Street
Medical Center Parking,amenity,parking,San Francisco,Cherry Street
Medical Center Way,highway,unclassified,,
Medical Dental Building,building,yes,San Francisco,Jackson Street
Medical Offices,building,university,San Francisco,Parnassus Avenue
Medical Sciences,building,university,,
Medical Sciences,building,university,San Francisco,Parnassus Avenue
Medicine for Nightmares,shop,books,,24th Street
Medico-Dental Building,building,commercial,,Post Street
Medina's Tax Service,office,tax_advisor,,Mission Street
Mediterranean Aroma,amenity,fast_food,San Francisco,16th Street
Mediterranean Garden,leisure,garden,,
MediThrive Cannabis Dispensary,shop,cannabis,San Francisco,Mission Street
Mee,shop,clothes,,
Mee Mee Bakery,shop,bakery,San Francisco,Stockton Street
Meerkat,tourism,attraction,,
Meest,amenity,money_transfer; post_office,,
Mega Trading Co.,amenity,marketplace,,Mission Street
Megabud,shop,cannabis,,Divisadero Street
Megan's Table,amenity,restaurant,,Ocean Avenue
Mehfil Indian Restaurant,amenity,restaurant,San Francisco,2nd Street
Mei - Shen Ginseing,shop,herbalist,San Francisco,Irving Street
MEI Architects,office,architect,San Francisco,9th Street
Mei Lun Yuen,building,yes,,
Mei Wo Florist,shop,florist,,
Mejia Coin Laundry,shop,laundry,,
Mejuri,shop,jewelry,San Francisco,Hayes Street
Mel Rice Studio Ceramica,other,yes,,Geary Boulevard
Mel's Drive-In,amenity,restaurant,San Francisco,Mission Street
Mel's Drive-in,amenity,restaurant,,
Mel's Drive-In,amenity,restaurant,San Francisco,Geary Boulevard
Mel's Kitchen,amenity,restaurant,San Francisco,Van Ness Avenue
Mela Tandoori Kitchen,other,yes,,
Mellis Cafe,amenity,cafe,,Ellis Street
Mellow & Barbers,shop,hairdresser,San Francisco,Carl Street
Mellow Mercado,amenity,marketplace,,Pine Street
Melon Pan,shop,bakery,,
Melra Court,highway,residential,,
Melrose Motors,shop,car_repair,San Francisco,10th Street
Members Only,amenity,bar,San Francisco,Larkin Street
Memorial Community Center,building,yes,,
Memorial Gymnasium,leisure,sports_centre,San Francisco,Golden Gate Avenue
Memorial stone: Richard N. Goldman,other,yes,,
Memphis Minnie's,amenity,fast_food,,Haight Street
Men,amenity,toilets,,
Men,other,yes,,
Men of Vision,other,yes,,
Men's Restroom,amenity,toilets,,
Men's Wearhouse,shop,clothes,San Francisco,Market Street
Mendel,other,yes,,
Mendel's,shop,craft,,Haight Street
Mendell Plaza,leisure,common,,
Mendell Street,highway,pedestrian,,
Mendell Street,highway,residential,,
Mendell Street & Cargo Way,highway,bus_stop,,
Mendell Street & Cargo Way,other,yes,,
Mendell Street & Evans Avenue,highway,bus_stop,,
Mendell Street & Evans Avenue,other,yes,,
Mendell Street & Evans Avenue,other,yes,,
